97.6651,177.141,200.687,344.82,212.41,344.837,477.304,418.434,527.343,227.147,180.068,344.896,436.226,580.402,0,0,718.672,424.332,0,0,0,0,0,0,736.309,403.721,1130.68,283.08,1519.18,235.935,56.3241,194.722,56.295,174.196,32.9227,277.146,0,0,1590.01,268.25,0,0,1551.58,241.868,0,0,0,0,0,0
106.476,180.087,221.202,350.711,224.267,347.774,489.133,433.091,556.722,244.677,197.627,350.763,459.792,571.435,0,0,730.439,427.238,0,0,0,0,0,0,786.353,412.548,1142.43,280.111,1530.98,253.617,59.4639,197.743,59.3004,176.973,47.5964,283.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129.929,185.905,247.686,353.663,250.75,353.666,509.78,450.795,600.901,265.337,224.171,350.775,0,0,0,0,730.427,418.463,0,0,0,0,0,0,745.15,386.059,0,0,0,0,82.9264,200.723,0,0,74.1164,286.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159.427,194.709,274.247,353.725,274.278,362.555,539.164,477.285,653.904,283.059,268.32,344.91,0,0,0,0,915.847,368.408,892.299,386.023,1233.67,389.022,1386.77,742.151,933.508,344.842,1195.47,294.909,1545.68,380.185,112.325,203.645,0,0,106.329,291.857,0,0,1648.69,221.204,1645.75,224.138,1586.86,406.594,1522.24,759.897,1504.55,768.688,1377.88,771.663
177.169,197.543,297.811,359.534,297.757,365.533,556.73,500.856,718.606,315.464,294.878,347.779,524.4,362.475,645.121,315.53,674.494,430.234,0,0,0,0,0,0,0,0,0,0,0,0,130.165,209.485,0,0,127.157,294.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183.039,197.525,312.521,356.641,309.583,371.406,550.851,533.265,736.349,362.529,312.425,338.986,565.601,380.174,668.695,318.447,815.792,439.029,0,0,0,0,0,0,830.501,397.858,1254.28,327.214,1557.49,503.821,147.613,209.472,129.988,200.577,132.978,297.808,0,0,1634.01,406.625,1631.01,409.578,1578.11,533.253,0,0,0,0,0,0
177.158,194.773,312.513,359.478,297.817,388.986,512.643,577.321,715.604,409.491,315.409,321.312,559.746,392.004,648.146,294.879,683.343,441.994,680.412,489.082,1192.59,409.533,0,0,680.388,391.971,0,0,0,0,138.867,209.532,135.925,191.749,130.04,297.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165.273,194.737,294.874,362.486,277.181,409.538,468.525,615.614,668.674,439.122,303.659,318.448,589.173,397.822,621.427,274.229,680.365,453.763,659.796,506.801,1189.64,221.148,1460.33,506.671,683.356,392.015,0,0,0,0,121.211,206.565,0,0,109.342,294.939,0,0,0,0,0,0,0,0,1583.97,480.2,1569.25,494.984,1466.24,533.314
133.012,188.917,271.356,362.59,259.535,412.594,424.368,645.004,624.566,465.553,274.275,321.281,568.568,380.172,577.371,268.329,883.486,409.578,921.747,453.699,1180.78,483.088,1513.32,680.385,880.518,362.543,1163.1,218.261,1448.55,415.46,91.6835,203.608,97.6607,177.092,82.932,291.941,0,0,0,0,0,0,1475.1,459.779,1604.52,600.852,1598.72,609.767,1548.69,727.447
109.411,188.865,247.827,362.519,238.881,415.497,388.971,656.848,589.192,486.171,247.802,318.329,0,0,0,0,874.661,394.939,895.248,456.672,1160.13,524.445,1492.69,721.601,880.551,341.922,1139.54,224.097,1439.73,339.024,62.3721,203.658,0,0,56.4283,294.717,0,0,0,0,0,0,0,0,1581.03,659.789,1578.06,671.52,1516.23,762.749
