183.029,133.058,312.423,300.691,306.611,315.5,545.044,480.288,739.131,315.294,306.594,291.848,600.884,333.099,665.682,285.934,854.043,388.976,857.01,412.597,1266.15,371.332,1248.46,742.18,851.098,341.939,1207.19,256.579,1545.72,365.5,147.699,153.498,147.7,129.855,133.023,238.898,0,0,1634.08,265.354,1633.96,265.325,1589.86,392,1380.92,836.386,1366.13,839.361,1224.93,765.724
197.741,133.048,318.418,309.491,315.449,321.395,527.284,524.321,742.176,365.366,321.34,291.918,592.116,368.375,686.292,271.316,839.326,439.023,842.29,444.922,1260.22,300.758,1263.22,677.486,836.383,400.777,1257.29,300.748,1560.44,459.556,153.646,153.628,153.607,130.165,150.618,241.753,0,0,1639.85,344.875,1634.01,350.72,1607.52,500.786,1424.98,762.694,1404.4,762.89,1239.66,706.893
194.724,135.965,315.458,315.387,300.702,341.923,480.33,559.707,706.875,409.461,318.437,286.008,627.411,359.56,668.544,244.719,736.293,439.054,692.131,500.836,0,0,0,0,777.525,394.896,1298.47,386.042,1539.77,547.865,150.623,153.677,150.73,129.929,141.789,241.812,0,0,1633.91,447.889,1628.11,450.852,1566.36,583.261,0,0,0,0,0,0
171.152,135.972,291.911,318.373,271.384,359.544,433.123,595.04,656.804,436.155,297.816,288.864,609.727,359.585,624.566,224.131,827.525,436.065,795.175,459.626,1189.64,194.729,1351.52,530.369,854.036,406.68,1192.53,415.589,1330.9,550.864,127.091,153.573,127.122,127.21,112.363,241.873,0,0,0,0,0,0,1327.92,577.491,1530.97,547.924,0,0,1348.52,574.437
138.792,132.903,268.326,318.461,247.662,377.201,388.953,618.546,609.717,456.731,277.152,280.109,574.422,365.472,583.225,212.461,804.012,406.67,783.398,439.041,1145.43,171.183,1422.05,459.641,809.899,368.403,1145.4,171.193,1395.56,456.702,88.8522,153.425,100.645,127.021,79.924,238.836,0,0,1589.79,409.522,1583.95,409.511,1404.49,503.839,1560.47,427.255,1548.66,444.921,1422.11,497.882
106.564,132.955,238.853,318.415,221.154,380.181,353.675,624.555,574.368,465.543,244.785,283.058,0,0,0,0,748.079,389.072,718.677,430.233,915.861,436.133,1457.38,756.862,759.856,356.633,1119.02,156.537,0,0,59.3609,150.679,0,0,41.7318,235.93,0,0,0,0,0,0,0,0,1563.38,724.574,0,0,1475.08,771.612
88.7915,132.955,212.416,318.413,200.607,374.302,338.997,630.328,550.92,468.461,212.444,283.024,0,0,0,0,856.965,365.492,854.047,424.315,1118.89,574.32,1404.41,809.91,871.726,294.84,1115.93,174.113,0,0,41.7222,150.642,56.3532,127.122,26.9107,233.029,0,0,0,0,0,0,0,0,1539.85,768.639,1533.94,783.35,1413.3,839.378
79.9824,132.899,200.748,318.299,194.68,368.401,341.902,624.537,547.989,459.8,206.549,280.116,0,0,0,0,854.039,389.012,856.957,436.093,1112.95,562.689,1354.34,859.976,845.214,353.691,1121.88,206.527,1469.2,191.839,32.9961,150.588,0,0,6.35024,235.936,0,0,0,0,0,0,1539.81,182.983,1492.79,833.463,1480.99,845.222,1354.47,892.293
80.0505,132.985,215.321,315.341,200.641,365.512,365.484,618.532,565.604,441.975,218.25,274.21,0,0,0,0,568.537,391.965,571.449,480.25,1124.8,235.92,1142.54,235.936,586.197,341.937,0,0,0,0,35.8491,150.654,50.4973,127.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.7887,132.971,230.092,318.326,224.238,365.477,412.523,597.919,600.802,412.665,230.042,277.156,0,0,0,0,665.637,403.701,636.261,442.017,1145.5,506.717,1260.28,880.451,686.283,356.664,1121.9,506.71,1263.13,880.524,53.4356,153.422,56.433,129.933,35.7544,235.948,0,0,1407.42,909.919,0,0,1224.91,930.548,1401.56,907.001,1386.77,912.963,1239.67,910.035
